user,session,timepress,timerelease,keycode,keyname
10,1,3151,3261,97,numpad_1
10,1,3448,3541,105,numpad_9
10,1,3807,3963,99,numpad_3
10,1,4883,4961,103,numpad_7
10,1,5070,5148,103,numpad_7
10,1,5476,5585,102,numpad_6
10,1,5725,5835,97,numpad_1
10,1,7270,7348,10,enter
10,2,0,125,105,numpad_9
10,2,297,437,97,numpad_1
10,2,687,780,100,numpad_4
10,2,1326,1436,97,numpad_1
10,2,1872,1966,105,numpad_9
10,2,2294,2403,99,numpad_3
10,2,3869,3963,103,numpad_7
10,2,4057,4135,103,numpad_7
10,2,4712,4821,102,numpad_6
10,2,6007,6100,97,numpad_1
10,2,7021,7130,10,enter
10,3,0,140,105,numpad_9
10,3,343,484,97,numpad_1
10,3,687,796,100,numpad_4
10,3,1623,1732,97,numpad_1
10,3,2668,2746,105,numpad_9
10,3,3167,3261,99,numpad_3
10,3,4930,5008,103,numpad_7
10,3,5117,5179,103,numpad_7
10,3,5819,5897,102,numpad_6
10,3,5975,6084,97,numpad_1
10,3,7535,7660,10,enter
10,4,0,110,105,numpad_9
10,4,1280,1420,97,numpad_1
10,4,1654,1748,100,numpad_4
10,4,2231,2325,97,numpad_1
10,4,2496,2606,105,numpad_9
10,4,2949,3042,99,numpad_3
10,4,3464,3526,103,numpad_7
10,4,3604,3682,103,numpad_7
10,4,3994,4103,102,numpad_6
10,4,4197,4290,97,numpad_1
10,4,4493,4618,10,enter
10,5,0,110,105,numpad_9
10,5,281,422,97,numpad_1
10,5,531,671,100,numpad_4
10,5,1451,1545,97,numpad_1
10,5,1716,1794,105,numpad_9
10,5,2075,2138,99,numpad_3
10,5,3978,4041,103,numpad_7
10,5,4134,4228,103,numpad_7
10,5,4602,4696,102,numpad_6
10,5,4883,5008,97,numpad_1
10,5,5476,5585,10,enter
10,6,0,125,105,numpad_9
10,6,265,405,97,numpad_1
10,6,1560,1669,100,numpad_4
10,6,2652,2777,97,numpad_1
10,6,3167,3276,105,numpad_9
10,6,4009,4134,99,numpad_3
10,6,5850,5928,103,numpad_7
10,6,6021,6099,103,numpad_7
10,6,6333,6427,102,numpad_6
10,6,6599,6723,97,numpad_1
10,6,7145,7285,10,enter
10,7,0,110,105,numpad_9
10,7,390,500,97,numpad_1
10,7,702,827,100,numpad_4
10,7,1966,2060,97,numpad_1
10,7,2231,2294,105,numpad_9
10,7,2574,2699,99,numpad_3
10,7,4010,4088,103,numpad_7
10,7,4197,4306,103,numpad_7
10,7,5148,5226,102,numpad_6
10,7,5429,5523,97,numpad_1
10,7,5960,6053,10,enter
10,8,0,93,105,numpad_9
10,8,249,390,97,numpad_1
10,8,1591,1700,100,numpad_4
10,8,2402,2543,97,numpad_1
10,8,3011,3089,105,numpad_9
10,8,3385,3510,99,numpad_3
10,8,4196,4321,103,numpad_7
10,8,4415,4493,103,numpad_7
10,8,4664,4773,102,numpad_6
10,8,4929,5023,97,numpad_1
10,8,5351,5475,10,enter
10,9,0,109,105,numpad_9
10,9,249,358,97,numpad_1
10,9,530,639,100,numpad_4
10,9,1606,1716,97,numpad_1
10,9,1950,2028,105,numpad_9
10,9,2262,2371,99,numpad_3
10,9,3556,3650,103,numpad_7
10,9,3759,3837,103,numpad_7
10,9,4040,4165,102,numpad_6
10,9,4290,4383,97,numpad_1
10,9,4789,4867,10,enter
10,10,0,93,105,numpad_9
10,10,546,655,97,numpad_1
10,10,905,998,100,numpad_4
10,10,1919,2028,97,numpad_1
10,10,2199,2309,105,numpad_9
10,10,2621,2714,99,numpad_3
10,10,3338,3416,103,numpad_7
10,10,3525,3588,103,numpad_7
10,10,4103,4212,102,numpad_6
10,10,4305,4415,97,numpad_1
10,10,4758,4867,10,enter
10,11,0,93,105,numpad_9
10,11,218,343,97,numpad_1
10,11,452,546,100,numpad_4
10,11,873,982,97,numpad_1
10,11,1170,1263,105,numpad_9
10,11,1575,1684,99,numpad_3
10,11,2542,2605,103,numpad_7
10,11,2730,2808,103,numpad_7
10,11,3229,3322,102,numpad_6
10,11,3432,3525,97,numpad_1
10,11,3728,3837,10,enter
10,12,0,156,105,numpad_9
10,12,328,468,97,numpad_1
10,12,608,686,100,numpad_4
10,12,1669,1778,97,numpad_1
10,12,1919,1997,105,numpad_9
10,12,2293,2418,99,numpad_3
10,12,3354,3416,103,numpad_7
10,12,3526,3635,103,numpad_7
10,12,4103,4196,102,numpad_6
10,12,4384,4508,97,numpad_1
10,12,5023,5132,10,enter
10,13,0,109,105,numpad_9
10,13,312,437,97,numpad_1
10,13,671,733,100,numpad_4
10,13,1389,1513,97,numpad_1
10,13,1716,1779,105,numpad_9
10,13,2028,2153,99,numpad_3
10,13,2543,2574,103,numpad_7
10,13,2730,2793,103,numpad_7
10,13,3229,3323,102,numpad_6
10,13,4009,4103,97,numpad_1
10,13,5070,5211,10,enter
10,14,0,109,105,numpad_9
10,14,297,390,97,numpad_1
10,14,593,671,100,numpad_4
10,14,1545,1685,97,numpad_1
10,14,1888,1966,105,numpad_9
10,14,2356,2465,99,numpad_3
10,14,3401,3479,103,numpad_7
10,14,3573,3651,103,numpad_7
10,14,3963,4072,102,numpad_6
10,14,4275,4368,97,numpad_1
10,14,4727,4836,10,enter
10,15,0,109,105,numpad_9
10,15,530,655,97,numpad_1
10,15,811,920,100,numpad_4
10,15,1373,1451,97,numpad_1
10,15,1607,1716,105,numpad_9
10,15,1981,2106,99,numpad_3
10,15,3073,3151,103,numpad_7
10,15,3260,3338,103,numpad_7
10,15,3713,3806,102,numpad_6
10,15,3994,4118,97,numpad_1
10,15,4337,4462,10,enter
10,16,0,94,105,numpad_9
10,16,422,531,97,numpad_1
10,16,780,890,100,numpad_4
10,16,1233,1342,97,numpad_1
10,16,1576,1670,105,numpad_9
10,16,1997,2122,99,numpad_3
10,16,3916,4010,103,numpad_7
10,16,4088,4166,103,numpad_7
10,16,5429,5523,102,numpad_6
10,16,5617,5726,97,numpad_1
10,16,6085,6194,10,enter
10,17,0,78,105,numpad_9
10,17,515,671,97,numpad_1
10,17,1217,1310,100,numpad_4
10,17,2199,2293,97,numpad_1
10,17,2465,2543,105,numpad_9
10,17,2823,2933,99,numpad_3
10,17,4524,4586,103,numpad_7
10,17,4695,4773,103,numpad_7
10,17,5117,5226,102,numpad_6
10,17,5475,5553,97,numpad_1
10,17,5928,6006,10,enter
10,18,0,94,105,numpad_9
10,18,266,390,97,numpad_1
10,18,780,890,100,numpad_4
10,18,1389,1467,97,numpad_1
10,18,1685,1857,105,numpad_9
10,18,2216,2387,99,numpad_3
10,18,3105,3183,103,numpad_7
10,18,3276,3370,103,numpad_7
10,18,4259,4368,102,numpad_6
10,18,4556,4649,97,numpad_1
10,18,5008,5117,10,enter
10,19,0,109,105,numpad_9
10,19,406,546,97,numpad_1
10,19,811,936,100,numpad_4
10,19,1701,1825,97,numpad_1
10,19,2075,2153,105,numpad_9
10,19,2512,2621,99,numpad_3
10,19,5117,5195,103,numpad_7
10,19,5304,5367,103,numpad_7
10,19,5694,5788,102,numpad_6
10,19,6115,6225,97,numpad_1
10,19,6599,6708,10,enter
11,0,0,78,105,numpad_9
11,0,625,687,97,numpad_1
11,0,1203,1265,100,numpad_4
11,0,1781,1859,97,numpad_1
11,0,2156,2219,105,numpad_9
11,0,2594,2656,99,numpad_3
11,0,3031,3078,103,numpad_7
11,0,3219,3281,103,numpad_7
11,0,3547,3609,102,numpad_6
11,0,3859,3906,97,numpad_1
11,0,4203,4265,13,enter
11,1,0,62,105,numpad_9
11,1,625,687,97,numpad_1
11,1,1047,1109,100,numpad_4
11,1,1766,1828,97,numpad_1
11,1,2094,2141,105,numpad_9
11,1,2437,2484,99,numpad_3
11,1,3125,3187,103,numpad_7
11,1,3281,3328,103,numpad_7
11,1,3641,3687,102,numpad_6
11,1,4000,4062,97,numpad_1
11,1,4641,4703,13,enter
11,2,0,47,105,numpad_9
11,2,297,360,97,numpad_1
11,2,594,656,100,numpad_4
11,2,1203,1266,97,numpad_1
11,2,1516,1563,105,numpad_9
11,2,1875,1938,99,numpad_3
11,2,2328,2391,103,numpad_7
11,2,2469,2531,103,numpad_7
11,2,2750,2813,102,numpad_6
11,2,3047,3094,97,numpad_1
11,2,3422,3485,13,enter
11,3,0,47,105,numpad_9
11,3,313,375,97,numpad_1
11,3,641,703,100,numpad_4
11,3,1125,1188,97,numpad_1
11,3,1438,1485,105,numpad_9
11,3,1766,1828,99,numpad_3
11,3,2297,2360,103,numpad_7
11,3,2438,2485,103,numpad_7
11,3,2766,2813,102,numpad_6
11,3,3047,3094,97,numpad_1
11,3,3594,3672,13,enter
11,4,0,63,105,numpad_9
11,4,313,360,97,numpad_1
11,4,625,672,100,numpad_4
11,4,1235,1297,97,numpad_1
11,4,1547,1594,105,numpad_9
11,4,1891,1953,99,numpad_3
11,4,2438,2500,103,numpad_7
11,4,2578,2641,103,numpad_7
11,4,2907,2953,102,numpad_6
11,4,3219,3266,97,numpad_1
11,4,3625,3688,13,enter
11,5,0,47,105,numpad_9
11,5,672,735,97,numpad_1
11,5,1063,1125,100,numpad_4
11,5,1578,1641,97,numpad_1
11,5,1907,1969,105,numpad_9
11,5,2235,2297,99,numpad_3
11,5,2953,3016,103,numpad_7
11,5,3078,3141,103,numpad_7
11,5,3407,3469,102,numpad_6
11,5,3719,3766,97,numpad_1
11,5,4078,4125,13,enter
11,6,0,63,105,numpad_9
11,6,360,422,97,numpad_1
11,6,1235,1297,100,numpad_4
11,6,1860,1922,97,numpad_1
11,6,2188,2235,105,numpad_9
11,6,2532,2594,99,numpad_3
11,6,3422,3485,103,numpad_7
11,6,3563,3625,103,numpad_7
11,6,4125,4204,102,numpad_6
11,6,4485,4532,97,numpad_1
11,6,5157,5219,13,enter
11,7,0,47,105,numpad_9
11,7,406,469,97,numpad_1
11,7,813,875,100,numpad_4
11,7,1328,1406,97,numpad_1
11,7,1672,1719,105,numpad_9
11,7,2031,2094,99,numpad_3
11,7,2594,2656,103,numpad_7
11,7,2735,2797,103,numpad_7
11,7,3031,3078,102,numpad_6
11,7,3328,3375,97,numpad_1
11,7,3703,3766,13,enter
11,8,0,62,105,numpad_9
11,8,593,672,97,numpad_1
11,8,968,1047,100,numpad_4
11,8,1609,1672,97,numpad_1
11,8,1906,1968,105,numpad_9
11,8,2281,2343,99,numpad_3
11,8,3515,3578,103,numpad_7
11,8,3640,3703,103,numpad_7
11,8,4047,4093,102,numpad_6
11,8,4375,4422,97,numpad_1
11,8,4984,5062,13,enter
11,9,0,47,105,numpad_9
11,9,610,672,97,numpad_1
11,9,907,969,100,numpad_4
11,9,1766,1828,97,numpad_1
11,9,2094,2157,105,numpad_9
11,9,2453,2500,99,numpad_3
11,9,3078,3141,103,numpad_7
11,9,3219,3266,103,numpad_7
11,9,3547,3594,102,numpad_6
11,9,3860,3907,97,numpad_1
11,9,4391,4438,13,enter
11,10,0,94,105,numpad_9
11,10,312,375,97,numpad_1
11,10,609,672,100,numpad_4
11,10,2125,2187,97,numpad_1
11,10,2422,2484,105,numpad_9
11,10,3531,3594,99,numpad_3
11,10,4437,4469,103,numpad_7
11,10,4562,4609,103,numpad_7
11,10,5047,5109,102,numpad_6
11,10,5406,5453,97,numpad_1
11,10,7922,7969,10,enter
11,11,0,63,105,numpad_9
11,11,313,360,97,numpad_1
11,11,578,641,100,numpad_4
11,11,1563,1625,97,numpad_1
11,11,1891,1953,105,numpad_9
11,11,2266,2313,99,numpad_3
11,11,2969,3031,103,numpad_7
11,11,3110,3156,103,numpad_7
11,11,3547,3594,102,numpad_6
11,11,4047,4094,97,numpad_1
11,11,4641,4688,13,enter
11,12,0,62,105,numpad_9
11,12,297,375,97,numpad_1
11,12,1000,1062,100,numpad_4
11,12,1468,1531,97,numpad_1
11,12,1781,1843,105,numpad_9
11,12,2140,2203,99,numpad_3
11,12,2718,2781,103,numpad_7
11,12,2859,2906,103,numpad_7
11,12,3359,3437,102,numpad_6
11,12,4047,4109,97,numpad_1
11,12,4625,4687,13,enter
11,13,0,62,105,numpad_9
11,13,500,562,97,numpad_1
11,13,890,937,100,numpad_4
11,13,1750,1812,97,numpad_1
11,13,2062,2109,105,numpad_9
11,13,2875,2937,99,numpad_3
11,13,3484,3531,103,numpad_7
11,13,3625,3672,103,numpad_7
11,13,4078,4140,102,numpad_6
11,13,4437,4500,97,numpad_1
11,13,5031,5093,13,enter
11,14,0,63,105,numpad_9
11,14,328,391,97,numpad_1
11,14,641,703,100,numpad_4
11,14,1141,1203,97,numpad_1
11,14,1453,1516,105,numpad_9
11,14,1781,1844,99,numpad_3
11,14,2391,2438,103,numpad_7
11,14,2531,2578,103,numpad_7
11,14,2860,2906,102,numpad_6
11,14,3141,3188,97,numpad_1
11,14,3500,3563,13,enter
11,15,0,62,105,numpad_9
11,15,703,750,97,numpad_1
11,15,1125,1172,100,numpad_4
11,15,2094,2156,97,numpad_1
11,15,2437,2484,105,numpad_9
11,15,2765,2828,99,numpad_3
11,15,3578,3640,103,numpad_7
11,15,3734,3781,103,numpad_7
11,15,4234,4281,102,numpad_6
11,15,4578,4625,97,numpad_1
11,15,5594,5656,13,enter
11,16,0,62,105,numpad_9
11,16,312,359,97,numpad_1
11,16,625,672,100,numpad_4
11,16,1359,1422,97,numpad_1
11,16,1687,1734,105,numpad_9
11,16,2094,2141,99,numpad_3
11,16,2656,2703,103,numpad_7
11,16,2797,2844,103,numpad_7
11,16,3109,3156,102,numpad_6
11,16,3422,3469,97,numpad_1
11,16,3859,3906,13,enter
11,17,0,62,105,numpad_9
11,17,937,1000,97,numpad_1
11,17,1218,1281,100,numpad_4
11,17,1922,1984,97,numpad_1
11,17,2250,2297,105,numpad_9
11,17,2625,2672,99,numpad_3
11,17,3547,3593,103,numpad_7
11,17,3687,3734,103,numpad_7
11,17,4250,4312,102,numpad_6
11,17,4609,4656,97,numpad_1
11,17,5734,5797,13,enter
11,18,0,47,105,numpad_9
11,18,282,344,97,numpad_1
11,18,594,641,100,numpad_4
11,18,1157,1219,97,numpad_1
11,18,1485,1532,105,numpad_9
11,18,1844,1907,99,numpad_3
11,18,2391,2454,103,numpad_7
11,18,2532,2594,103,numpad_7
11,18,2985,3047,102,numpad_6
11,18,3250,3329,97,numpad_1
11,18,3875,3938,13,enter
11,19,0,62,105,numpad_9
11,19,640,703,97,numpad_1
11,19,1000,1062,100,numpad_4
11,19,1625,1703,97,numpad_1
11,19,1937,2000,105,numpad_9
11,19,2328,2390,99,numpad_3
11,19,2969,3015,103,numpad_7
11,19,3094,3156,103,numpad_7
11,19,3562,3625,102,numpad_6
11,19,3906,3969,97,numpad_1
11,19,4594,4656,13,enter
12,0,0,93,105,numpad_9
12,0,327,405,97,numpad_1
12,0,546,671,100,numpad_4
12,0,858,967,97,numpad_1
12,0,1279,1388,105,numpad_9
12,0,1622,1716,99,numpad_3
12,0,1965,2075,103,numpad_7
12,0,2184,2246,103,numpad_7
12,0,2480,2589,102,numpad_6
12,0,2777,2886,97,numpad_1
12,0,3229,3354,10,enter
12,1,0,125,105,numpad_9
12,1,328,453,97,numpad_1
12,1,593,718,100,numpad_4
12,1,905,1030,97,numpad_1
12,1,1295,1420,105,numpad_9
12,1,1607,1732,99,numpad_3
12,1,1997,2091,103,numpad_7
12,1,2200,2278,103,numpad_7
12,1,2512,2637,102,numpad_6
12,1,2793,2917,97,numpad_1
12,1,3198,3292,10,enter
12,2,0,94,105,numpad_9
12,2,297,406,97,numpad_1
12,2,531,656,100,numpad_4
12,2,1014,1155,97,numpad_1
12,2,1451,1576,105,numpad_9
12,2,1748,1872,99,numpad_3
12,2,2122,2200,103,numpad_7
12,2,2294,2403,103,numpad_7
12,2,2715,2808,102,numpad_6
12,2,3011,3105,97,numpad_1
12,2,3386,3510,10,enter
12,3,0,93,105,numpad_9
12,3,327,421,97,numpad_1
12,3,561,702,100,numpad_4
12,3,889,998,97,numpad_1
12,3,1310,1404,105,numpad_9
12,3,1669,1778,99,numpad_3
12,3,2059,2153,103,numpad_7
12,3,2293,2371,103,numpad_7
12,3,2605,2746,102,numpad_6
12,3,2886,3011,97,numpad_1
12,3,3276,3385,10,enter
12,4,0,110,105,numpad_9
12,4,359,500,97,numpad_1
12,4,671,718,100,numpad_4
12,4,1358,1467,97,numpad_1
12,4,2013,2106,105,numpad_9
12,4,2309,2418,99,numpad_3
12,4,2668,2777,103,numpad_7
12,4,2902,2980,103,numpad_7
12,4,3245,3370,102,numpad_6
12,4,3542,3682,97,numpad_1
12,4,3932,4056,10,enter
12,5,0,109,105,numpad_9
12,5,359,484,97,numpad_1
12,5,655,764,100,numpad_4
12,5,952,1108,97,numpad_1
12,5,1747,1856,105,numpad_9
12,5,2090,2200,99,numpad_3
12,5,2480,2590,103,numpad_7
12,5,2668,2777,103,numpad_7
12,5,3026,3120,102,numpad_6
12,5,3276,3448,97,numpad_1
12,5,3775,3931,10,enter
12,6,0,94,105,numpad_9
12,6,359,437,97,numpad_1
12,6,999,1108,100,numpad_4
12,6,1248,1373,97,numpad_1
12,6,1997,2137,105,numpad_9
12,6,2590,2699,99,numpad_3
12,6,3198,3323,103,numpad_7
12,6,3463,3573,103,numpad_7
12,6,3760,3869,102,numpad_6
12,6,4041,4150,97,numpad_1
12,6,4399,4509,10,enter
12,7,0,93,105,numpad_9
12,7,327,437,97,numpad_1
12,7,577,671,100,numpad_4
12,7,842,920,97,numpad_1
12,7,1139,1248,105,numpad_9
12,7,1497,1638,99,numpad_3
12,7,1872,1965,103,numpad_7
12,7,2043,2168,103,numpad_7
12,7,2402,2480,102,numpad_6
12,7,2667,2823,97,numpad_1
12,7,3057,3167,10,enter
12,8,0,125,105,numpad_9
12,8,327,452,97,numpad_1
12,8,593,702,100,numpad_4
12,8,889,1014,97,numpad_1
12,8,1279,1404,105,numpad_9
12,8,1653,1763,99,numpad_3
12,8,2012,2106,103,numpad_7
12,8,2199,2309,103,numpad_7
12,8,2558,2667,102,numpad_6
12,8,2886,3057,97,numpad_1
12,8,3338,3510,10,enter
12,9,0,125,105,numpad_9
12,9,343,452,97,numpad_1
12,9,561,671,100,numpad_4
12,9,811,920,97,numpad_1
12,9,1170,1310,105,numpad_9
12,9,1497,1607,99,numpad_3
12,9,1856,1965,103,numpad_7
12,9,2043,2121,103,numpad_7
12,9,2418,2527,102,numpad_6
12,9,2699,2808,97,numpad_1
12,9,3089,3198,10,enter
12,10,0,140,105,numpad_9
12,10,359,468,97,numpad_1
12,10,608,686,100,numpad_4
12,10,889,967,97,numpad_1
12,10,1326,1435,105,numpad_9
12,10,1622,1763,99,numpad_3
12,10,2012,2106,103,numpad_7
12,10,2200,2293,103,numpad_7
12,10,2543,2652,102,numpad_6
12,10,2808,2948,97,numpad_1
12,10,3198,3338,10,enter
12,11,0,125,105,numpad_9
12,11,359,453,97,numpad_1
12,11,577,702,100,numpad_4
12,11,858,999,97,numpad_1
12,11,1295,1435,105,numpad_9
12,11,1669,1810,99,numpad_3
12,11,2091,2215,103,numpad_7
12,11,2309,2387,103,numpad_7
12,11,2590,2715,102,numpad_6
12,11,2949,3042,97,numpad_1
12,11,3292,3432,10,enter
12,12,0,109,105,numpad_9
12,12,390,499,97,numpad_1
12,12,639,764,100,numpad_4
12,12,1482,1591,97,numpad_1
12,12,1997,2106,105,numpad_9
12,12,2402,2543,99,numpad_3
12,12,4025,4103,103,numpad_7
12,12,4181,4243,103,numpad_7
12,12,4571,4680,102,numpad_6
12,12,4883,4961,97,numpad_1
12,12,5397,5538,10,enter
12,13,0,125,105,numpad_9
12,13,359,484,97,numpad_1
12,13,624,765,100,numpad_4
12,13,952,1092,97,numpad_1
12,13,1389,1513,105,numpad_9
12,13,1732,1857,99,numpad_3
12,13,2137,2247,103,numpad_7
12,13,2371,2481,103,numpad_7
12,13,2715,2855,102,numpad_6
12,13,3042,3151,97,numpad_1
12,13,3448,3588,10,enter
12,14,0,125,105,numpad_9
12,14,344,453,97,numpad_1
12,14,578,702,100,numpad_4
12,14,890,983,97,numpad_1
12,14,1280,1389,105,numpad_9
12,14,1623,1732,99,numpad_3
12,14,2013,2106,103,numpad_7
12,14,2216,2309,103,numpad_7
12,14,2559,2652,102,numpad_6
12,14,2824,2949,97,numpad_1
12,14,3214,3339,10,enter
12,15,0,94,105,numpad_9
12,15,375,453,97,numpad_1
12,15,609,749,100,numpad_4
12,15,905,1015,97,numpad_1
12,15,1264,1373,105,numpad_9
12,15,1623,1732,99,numpad_3
12,15,2013,2091,103,numpad_7
12,15,2169,2278,103,numpad_7
12,15,2590,2699,102,numpad_6
12,15,2918,3027,97,numpad_1
12,15,3355,3479,10,enter
12,16,0,109,105,numpad_9
12,16,343,436,97,numpad_1
12,16,577,702,100,numpad_4
12,16,936,1014,97,numpad_1
12,16,1560,1684,105,numpad_9
12,16,1887,2043,99,numpad_3
12,16,2293,2386,103,numpad_7
12,16,2496,2574,103,numpad_7
12,16,2808,2917,102,numpad_6
12,16,3104,3213,97,numpad_1
12,16,3478,3650,10,enter
12,17,0,125,105,numpad_9
12,17,359,452,97,numpad_1
12,17,577,702,100,numpad_4
12,17,889,983,97,numpad_1
12,17,1264,1357,105,numpad_9
12,17,1560,1669,99,numpad_3
12,17,1934,2012,103,numpad_7
12,17,2153,2231,103,numpad_7
12,17,2449,2590,102,numpad_6
12,17,2761,2886,97,numpad_1
12,17,3136,3229,10,enter
12,18,0,109,105,numpad_9
12,18,312,437,97,numpad_1
12,18,562,640,100,numpad_4
12,18,827,952,97,numpad_1
12,18,1217,1326,105,numpad_9
12,18,1544,1654,99,numpad_3
12,18,1903,2012,103,numpad_7
12,18,2122,2200,103,numpad_7
12,18,2418,2512,102,numpad_6
12,18,2683,2808,97,numpad_1
12,18,3058,3167,10,enter
12,19,0,125,105,numpad_9
12,19,374,468,97,numpad_1
12,19,624,764,100,numpad_4
12,19,936,1030,97,numpad_1
12,19,1279,1404,105,numpad_9
12,19,1607,1700,99,numpad_3
12,19,1981,2059,103,numpad_7
12,19,2168,2246,103,numpad_7
12,19,2496,2621,102,numpad_6
12,19,2808,2917,97,numpad_1
12,19,3214,3307,10,enter
13,0,0,78,105,numpad_9
13,0,187,265,97,numpad_1
13,0,1123,1217,100,numpad_4
13,0,1966,2028,97,numpad_1
13,0,2153,2247,105,numpad_9
13,0,2699,2777,99,numpad_3
13,0,3573,3666,103,numpad_7
13,0,3744,3807,103,numpad_7
13,0,3947,4056,102,numpad_6
13,0,4119,4197,97,numpad_1
13,0,4462,4555,10,enter
13,1,0,78,105,numpad_9
13,1,203,281,97,numpad_1
13,1,406,468,100,numpad_4
13,1,1482,1545,97,numpad_1
13,1,1685,1763,105,numpad_9
13,1,1919,2013,99,numpad_3
13,1,2699,2730,103,numpad_7
13,1,2855,2902,103,numpad_7
13,1,3916,3994,102,numpad_6
13,1,4103,4197,97,numpad_1
13,1,4789,4899,10,enter
13,2,0,109,105,numpad_9
13,2,187,265,97,numpad_1
13,2,375,468,100,numpad_4
13,2,1623,1701,97,numpad_1
13,2,1825,1903,105,numpad_9
13,2,2278,2371,99,numpad_3
13,2,3744,3807,103,numpad_7
13,2,3885,3931,103,numpad_7
13,2,4243,4353,102,numpad_6
13,2,4431,4509,97,numpad_1
13,2,4867,4945,10,enter
13,3,0,78,105,numpad_9
13,3,234,312,97,numpad_1
13,3,686,764,100,numpad_4
13,3,2418,2465,97,numpad_1
13,3,3245,3338,105,numpad_9
13,3,3541,3650,99,numpad_3
13,3,4618,4680,103,numpad_7
13,3,4774,4836,103,numpad_7
13,3,5164,5273,102,numpad_6
13,3,5351,5429,97,numpad_1
13,3,5678,5756,10,enter
13,4,0,94,105,numpad_9
13,4,187,265,97,numpad_1
13,4,515,593,100,numpad_4
13,4,1997,2075,97,numpad_1
13,4,2184,2262,105,numpad_9
13,4,2574,2668,99,numpad_3
13,4,3791,3853,103,numpad_7
13,4,3947,4041,103,numpad_7
13,4,4243,4337,102,numpad_6
13,4,4399,4462,97,numpad_1
13,4,4977,5055,10,enter
13,5,0,78,105,numpad_9
13,5,218,296,97,numpad_1
13,5,671,780,100,numpad_4
13,5,1248,1326,97,numpad_1
13,5,1451,1544,105,numpad_9
13,5,1747,1841,99,numpad_3
13,5,2153,2231,103,numpad_7
13,5,2324,2387,103,numpad_7
13,5,2917,3011,102,numpad_6
13,5,3104,3182,97,numpad_1
13,5,3635,3697,10,enter
13,6,0,78,105,numpad_9
13,6,218,327,97,numpad_1
13,6,468,546,100,numpad_4
13,6,998,1107,97,numpad_1
13,6,1373,1451,105,numpad_9
13,6,2137,2231,99,numpad_3
13,6,2667,2730,103,numpad_7
13,6,2839,2886,103,numpad_7
13,6,3089,3167,102,numpad_6
13,6,3245,3323,97,numpad_1
13,6,3713,3806,10,enter
13,7,0,78,105,numpad_9
13,7,203,281,97,numpad_1
13,7,905,998,100,numpad_4
13,7,1560,1638,97,numpad_1
13,7,1794,1856,105,numpad_9
13,7,2277,2371,99,numpad_3
13,7,3494,3557,103,numpad_7
13,7,3666,3697,103,numpad_7
13,7,4025,4118,102,numpad_6
13,7,4196,4274,97,numpad_1
13,7,4914,5007,10,enter
13,8,0,78,105,numpad_9
13,8,202,280,97,numpad_1
13,8,452,530,100,numpad_4
13,8,1731,1809,97,numpad_1
13,8,1934,2012,105,numpad_9
13,8,2199,2293,99,numpad_3
13,8,2776,2870,103,numpad_7
13,8,2964,3026,103,numpad_7
13,8,3166,3260,102,numpad_6
13,8,3338,3416,97,numpad_1
13,8,3915,3993,10,enter
13,9,0,62,105,numpad_9
13,9,171,249,97,numpad_1
13,9,561,624,100,numpad_4
13,9,1638,1716,97,numpad_1
13,9,1809,1872,105,numpad_9
13,9,2059,2137,99,numpad_3
13,9,4196,4258,103,numpad_7
13,9,4336,4414,103,numpad_7
13,9,4789,4867,102,numpad_6
13,9,4960,5023,97,numpad_1
13,9,5350,5444,10,enter
13,10,0,93,105,numpad_9
13,10,234,312,97,numpad_1
13,10,436,530,100,numpad_4
13,10,2230,2308,97,numpad_1
13,10,2433,2511,105,numpad_9
13,10,2761,2839,99,numpad_3
13,10,3588,3650,103,numpad_7
13,10,3759,3790,103,numpad_7
13,10,3978,4087,102,numpad_6
13,10,4134,4243,97,numpad_1
13,10,4726,4804,10,enter
13,11,0,78,105,numpad_9
13,11,203,281,97,numpad_1
13,11,858,936,100,numpad_4
13,11,1342,1436,97,numpad_1
13,11,1576,1654,105,numpad_9
13,11,1982,2091,99,numpad_3
13,11,2699,2730,103,numpad_7
13,11,2855,2918,103,numpad_7
13,11,3370,3448,102,numpad_6
13,11,3526,3620,97,numpad_1
13,11,4010,4088,10,enter
13,12,0,78,105,numpad_9
13,12,202,280,97,numpad_1
13,12,405,499,100,numpad_4
13,12,1294,1372,97,numpad_1
13,12,1482,1575,105,numpad_9
13,12,1809,1887,99,numpad_3
13,12,2215,2293,103,numpad_7
13,12,2386,2449,103,numpad_7
13,12,2605,2698,102,numpad_6
13,12,2792,2870,97,numpad_1
13,12,3478,3556,10,enter
13,13,0,94,105,numpad_9
13,13,187,265,97,numpad_1
13,13,468,562,100,numpad_4
13,13,2434,2543,97,numpad_1
13,13,2637,2699,105,numpad_9
13,13,2933,3011,99,numpad_3
13,13,3479,3541,103,numpad_7
13,13,3635,3697,103,numpad_7
13,13,4415,4540,102,numpad_6
13,13,4571,4665,97,numpad_1
13,13,4899,4992,10,enter
13,14,0,78,105,numpad_9
13,14,187,265,97,numpad_1
13,14,764,842,100,numpad_4
13,14,1341,1419,97,numpad_1
13,14,1591,1669,105,numpad_9
13,14,2168,2262,99,numpad_3
13,14,3556,3619,103,numpad_7
13,14,3712,3759,103,numpad_7
13,14,3993,4071,102,numpad_6
13,14,4165,4243,97,numpad_1
13,14,4836,4914,10,enter
13,15,0,93,105,numpad_9
13,15,281,359,97,numpad_1
